Adoshi1,18.7631,73.3471,yogeshkulkarni@yahoo.com,http://www.nyoooz.com/mumbai/176149/landslide-holiday-rush-cause-massive-traffic-jam-on-mumbaipune-expressway
Adoshi2,18.7591,73.3852,yogeshkulkarni@yahoo.com,http://timesofindia.indiatimes.com/Cities/Mumbai/Landslide-kills-one-injures-5/articleshow/4717862.cms
AntopWadala,19.0263,72.8676,yogeshkulkarni@yahoo.com,http://www.hindustantimes.com/India-news/Mumbai/Mumbai-2-dead-1-injured-3-still-trapped-under-debris-in-Wadala-landslide/Article1-1090217.aspx
Chembur,19.0397,72.907,yogeshkulkarni@yahoo.com,http://www.dnaindia.com/mumbai/commentary_live-heavy-rains-hit-mumbai-landslide-in-chembur_1736269
Dabhol,17.5861,73.1742,yogeshkulkarni@yahoo.com,http://www.dnaindia.com/india/report-ratnagiri-landslide-at-least-12-people-feared-buried-under-debris-2097800
Debram,19.0222,72.8663,yogeshkulkarni@yahoo.com,http://indiatoday.intoday.in/story/mumbai-antop-landslide-death-toll-rises-to-five/1/290783.html
Dindoshi,19.177,72.8619,yogeshkulkarni@yahoo.com,http://timesofindia.indiatimes.com/city/mumbai/Dindoshi-landslide-Family-gets-relief/articleshow/6212402.cms
Ekvira,18.7833,73.4703,yogeshkulkarni@yahoo.com,http://timesofindia.indiatimes.com/city/pune/Midnight-landslide-flattens-trust-office-at-Karla-temple/articleshow/47777801.cms
Gayatri,19.2677,73.0618,yogeshkulkarni@yahoo.com,http://timesofindia.indiatimes.com/city/mumbai/8-year-old-killed-six-hurt-in-landslide/articleshow/41565504.cms
Gilbert,19.1209,72.8406,yogeshkulkarni@yahoo.com,http://timesofindia.indiatimes.com/city/mumbai/Two-injured-in-landslide-at-Gilbert-Hill/articleshow/47646786.cms
HajiAli,18.9774,72.8102,yogeshkulkarni@yahoo.com,http://timesofindia.indiatimes.com/city/mumbai/Two-landslides-claim-3-lives-in-Haji-Ali-Navi-Mumbai/articleshow/9792246.cms
Harne(?),17.8975,73.2961,yogeshkulkarni@yahoo.com,http://sify.com/news/landslide-claims-four-lives-in-maharashtra-news-national-kgtl4chgdcc.html
Jeevandaya,19.1095,72.8929,yogeshkulkarni@yahoo.com,http://www.daijiworld.com/news/news_disp.asp?n_id=80009
Kamraj,19.0176,72.8562,yogeshkulkarni@yahoo.com,http://www.mumbaimirror.com/article/2/2010060920100609025510668c413fedb/Landslides-kill-2-girls-injure-3.html
Kashedi,17.9031,73.4361,yogeshkulkarni@yahoo.com,http://articles.timesofindia.indiatimes.com/2011-09-05/goa/30115561_1_landslide-ghat-section-travel-agency
Kazigadi,20.0014,73.7917,yogeshkulkarni@yahoo.com,http://articles.timesofindia.indiatimes.com/2013-11-23/nashik/44388821_1_housing-scheme-nashik-municipal-corporation-nmc
Khandala,18.7687,73.3679,yogeshkulkarni@yahoo.com,http://timesofindia.indiatimes.com/city/mumbai/Landslide-near-Khandala-tunnel-on-Mumbai-Pune-expressway-disrupts-traffic/articleshow/48308402.cms?
Khandala,18.7624,73.3747,yogeshkulkarni@yahoo.com,http://www.thedailystar.net/newDesign/latest_news.php?nid=24242
Khindipada,19.1646,72.9325,yogeshkulkarni@yahoo.com,http://www.mumbaimirror.com/article/2/2010060920100609025510668c413fedb/Landslides-kill-2-girls-injure-3.html
Konkan,16.9214,73.593,yogeshkulkarni@yahoo.com,http://www.hindustantimes.com/India-news/Mumbai/Mudslide-holds-up-trains-on-Konkan-railway/Article1-1082528.aspx
Konkan,16.9473,73.4551,yogeshkulkarni@yahoo.com,http://www.telluridewatch.com/view/full_story/8896132/article-5-42-P-M-UPDATE--Highway-Reopened-After-Mudslides?instance=secondary_stories_left_column
Konkan,16.9215,73.5929,yogeshkulkarni@yahoo.com,http://english.vovnews.vn/Home/Landslides-kill-two-in-Ha-Giang/20107/117842.vov
Maharashta,17.2634,73.5446,yogeshkulkarni@yahoo.com,http://www.hindu.com/thehindu/holnus/004200709011250.htm
Maharashtra,18.7654,73.364,yogeshkulkarni@yahoo.com,http://www.indiaglitz.com/channels/hindi/article/99743.html
Malin,19.162,73.6873,yogeshkulkarni@yahoo.com,http://www.dnaindia.com/india/report-pune-landslide-toll-mounts-106-bodies-recovered-so-far-2007689
Malshej,19.3379,73.7767,yogeshkulkarni@yahoo.com,http://articles.timesofindia.indiatimes.com/2013-07-26/mumbai/40813862_1_kalyan-debris-kasara
Malshej,19.3379,73.7767,yogeshkulkarni@yahoo.com,http://articles.timesofindia.indiatimes.com/2013-07-26/mumbai/40813862_1_kalyan-debris-kasara
Milimd,19.1287,72.8889,yogeshkulkarni@yahoo.com,http://timesofindia.indiatimes.com/city/mumbai/Heavy-rains-cause-landslide-in-suburban-Mumbai/articleshow/6241961.cms
Mohechiwadi ,19.029,73.311,yogeshkulkarni@yahoo.com,http://www.business-standard.com/article/pti-stories/5-killed-in-landslide-in-maharashtra-115062201135_1.html
Monkey,18.72,73.47,yogeshkulkarni@yahoo.com,http://timesofindia.indiatimes.com/Mumbai/Mumbai-Pune_trains_to_resume_today/articleshow/3354105.cms
Mumbai,19.0298,72.9104,yogeshkulkarni@yahoo.com,http://www.reliefweb.int/rw/RWB.NSF/db900SID/MCON-74J2QF?OpenDocument
Mumbai-Pune,18.7686,73.3678,yogeshkulkarni@yahoo.com,http://www.dnaindia.com/india/report-landslide-on-mumbai-pune-expressway-2097780
Nashik,19.678,73.5036,yogeshkulkarni@yahoo.com,http://timesofindia.indiatimes.com/City/Nashik/Landslide-fear-Pond-on-hill-to-be-drained/articleshow/39968725.cms
National,19.1711,73.0207,yogeshkulkarni@yahoo.com,http://www.thehindu.com/news/national/other-states/mumbra-bypass-develops-crater-closed-for-traffic/article4948062.ece
Near,17.0032,73.3572,yogeshkulkarni@yahoo.com,http://mangalorean.com/news.php?newstype=local&newsid=245556
New,19.177,72.8619,yogeshkulkarni@yahoo.com,"http://www.portal.gsi.gov.in/portal/page?_pageid=127,875814&_dad=portal&_schema=PORTAL"
Nivsar,16.9473,73.4551,yogeshkulkarni@yahoo.com,http://www.thejakartapost.com/news/2010/07/26/severe-rains-kill-21-maluku-kalimantan.html
Panjarpol,19.0402,72.9089,yogeshkulkarni@yahoo.com,http://www.indianexpress.com/news/landslide-stalls-traffic-on-eastern-freeway/1158996/
Pomendi,17.4303,73.5097,yogeshkulkarni@yahoo.com,http://timesofindia.indiatimes.com/city/goa/Landslide-hits-KR-train-services-again/articleshow/9804436.cms
Pomendi,17.0661,73.5027,yogeshkulkarni@yahoo.com,
Rabale,19.1355,72.9981,yogeshkulkarni@yahoo.com,http://timesofindia.indiatimes.com/city/mumbai/Two-landslides-claim-3-lives-in-Haji-Ali-Navi-Mumbai/articleshow/9792246.cms
Raigad,18.5158,73.1822,yogeshkulkarni@yahoo.com,http://timesofindia.indiatimes.com/city/navi-mumbai/Landslide-on-Mumbai-Pune-expressway-rains-in-Raigad/articleshow/34790703.cms
Rajapur-Vaibhavwadi,16.5676,73.6608,yogeshkulkarni@yahoo.com,http://www.kuenselonline.com/modules.php?name=News&file=article&sid=16186
Rajeev,19.0997,72.8974,yogeshkulkarni@yahoo.com,
Ratnagiri,16.9648,73.5189,yogeshkulkarni@yahoo.com,http://www.reliefweb.int/rw/RWB.NSF/db900SID/MCON-74J2QF?OpenDocument
Sainath,19.0811,73.0226,yogeshkulkarni@yahoo.com,http://www.asianage.com/mumbai/3-killed-2-hurt-landslide-272
Saki,19.0949,72.8899,yogeshkulkarni@yahoo.com,http://in.reuters.com/article/topNews/idINIndia-42219120090904
Sewri(?),19.153,72.9266,yogeshkulkarni@yahoo.com,
Sonabai,19.1993,73.0109,yogeshkulkarni@yahoo.com,
Vadad-Hasol,16.656,73.5178,yogeshkulkarni@yahoo.com,http://www.ptinews.com/news/309744_8-die-in-landslide-near-Rajapur
Varai,19.6241,72.9084,yogeshkulkarni@yahoo.com,http://articles.timesofindia.indiatimes.com/2012-09-05/mumbai/33614405_1_landslide-heavy-rain-highway
